user_id,recovery_st_date,last_announcement,last_recovery_daysago
137,2017-06-05,2019-04-23 23:04:35,690
137,2017-06-05,2019-04-23 23:04:35,690
137,2017-06-05,2019-04-23 23:04:35,690
137,2017-06-05,2019-04-23 23:04:35,690
137,2017-06-05,2019-04-23 23:04:35,690
137,2017-06-05,2019-04-23 23:04:35,690
137,2017-06-05,2019-04-23 23:04:35,690
137,2017-06-05,2019-04-23 23:04:35,690
137,2017-06-05,2019-04-23 23:04:35,690
137,2017-06-05,2019-04-23 23:04:35,690
137,2017-06-05,2019-04-23 23:04:35,690
137,2017-06-05,2019-04-23 23:04:35,690
137,2017-06-05,2019-04-23 23:04:35,690
137,2017-06-05,2019-04-23 23:04:35,690
137,2017-06-05,2019-04-23 23:04:35,690
137,2017-06-05,2019-04-23 23:04:35,690
137,2017-06-05,2019-04-23 23:04:35,690
23,2018-02-02,2018-08-01 03:06:04,180
23,2018-02-02,2018-08-01 03:06:04,180
23,2018-02-02,2018-08-01 03:06:04,180
407,2017-05-17,2017-08-15 19:06:46,90
407,2017-05-17,2017-08-15 19:06:46,90
394,2018-12-02,2018-12-03 18:32:13,1
223,2017-08-28,2017-08-31 01:48:54,3
293,2018-12-28,2019-06-26 04:15:28,180
293,2018-12-28,2019-06-26 04:15:28,180
293,2018-12-28,2019-06-26 04:15:28,180
54,2019-04-25,2019-06-20 11:48:18,21
54,2019-04-25,2019-06-20 11:48:18,21
402,2019-05-18,2019-07-31 00:32:24,74
402,2019-05-18,2019-07-31 00:32:24,74
402,2019-05-18,2019-07-31 00:32:24,74
239,2019-02-28,2019-03-30 16:17:23,30
239,2019-02-28,2019-03-30 16:17:23,30
237,2019-01-04,2019-02-03 18:32:05,30
237,2019-01-04,2019-02-03 18:32:05,30
181,2017-12-12,2018-01-15 05:55:56,34
181,2017-12-12,2018-01-15 05:55:56,34
124,2018-07-25,2019-01-21 22:37:38,180
7,2018-07-14,2019-07-14 14:01:40,365
333,2018-06-28,2018-07-28 15:08:45,30
333,2018-06-28,2018-07-28 15:08:45,30
438,2018-03-03,2018-04-07 06:58:08,35
438,2018-03-03,2018-04-07 06:58:08,35
202,2018-07-22,2019-04-01 13:14:51,253
202,2018-07-22,2019-04-01 13:14:51,253
202,2018-07-22,2019-04-01 13:14:51,253
202,2018-07-22,2019-04-01 13:14:51,253
202,2018-07-22,2019-04-01 13:14:51,253
202,2018-07-22,2019-04-01 13:14:51,253
202,2018-07-22,2019-04-01 13:14:51,253
202,2018-07-22,2019-04-01 13:14:51,253
436,2014-04-12,2019-04-11 15:25:29,1825
337,2018-02-25,2018-03-02 10:18:03,5
309,2017-08-13,2017-08-16 12:40:23,3
264,2019-02-03,2019-02-17 02:00:23,14
126,2019-06-22,2019-08-10 18:53:44,49
126,2019-06-22,2019-08-10 18:53:44,49
259,2019-08-17,2019-08-24 07:36:15,7
62,2017-06-13,2018-06-13 12:37:54,365
62,2017-06-13,2018-06-13 12:37:54,365
46,2018-12-03,2019-03-18 03:17:59,105
20,2018-02-06,2019-07-01 06:37:58,510
20,2018-02-06,2019-07-01 06:37:58,510
20,2018-02-06,2019-07-01 06:37:58,510
20,2018-02-06,2019-07-01 06:37:58,510
20,2018-02-06,2019-07-01 06:37:58,510
20,2018-02-06,2019-07-01 06:37:58,510
362,2018-10-13,2019-06-27 17:27:03,300
362,2018-10-13,2019-06-27 17:27:03,300
362,2018-10-13,2019-06-27 17:27:03,300
362,2018-10-13,2019-06-27 17:27:03,300
362,2018-10-13,2019-06-27 17:27:03,300
42,2018-07-16,2019-07-16 06:11:44,365
221,2018-05-10,2019-05-10 19:23:23,365
221,2018-05-10,2019-05-10 19:23:23,365
221,2018-05-10,2019-05-10 19:23:23,365
221,2018-05-10,2019-05-10 19:23:23,365
286,2018-08-31,2019-08-20 20:45:04,50
286,2018-08-31,2019-08-20 20:45:04,50
286,2018-08-31,2019-08-20 20:45:04,50
286,2018-08-31,2019-08-20 20:45:04,50
295,2018-12-27,2019-02-12 14:11:33,47
295,2018-12-27,2019-02-12 14:11:33,47
139,2018-08-15,2018-10-14 07:06:36,60
139,2018-08-15,2018-10-14 07:06:36,60
13,2019-01-04,2019-04-14 22:53:30,100
13,2019-01-04,2019-04-14 22:53:30,100
13,2019-01-04,2019-04-14 22:53:30,100
13,2019-01-04,2019-04-14 22:53:30,100
55,2018-04-23,2019-04-23 23:03:38,365
55,2018-04-23,2019-04-23 23:03:38,365
55,2018-04-23,2019-04-23 23:03:38,365
55,2018-04-23,2019-04-23 23:03:38,365
55,2018-04-23,2019-04-23 23:03:38,365
55,2018-04-23,2019-04-23 23:03:38,365
55,2018-04-23,2019-04-23 23:03:38,365
55,2018-04-23,2019-04-23 23:03:38,365
55,2018-04-23,2019-04-23 23:03:38,365
55,2018-04-23,2019-04-23 23:03:38,365
257,2015-08-05,2015-08-20 00:38:49,15
129,2018-10-20,2018-11-20 18:35:19,31
129,2018-10-20,2018-11-20 18:35:19,31
67,2018-05-05,2018-10-02 05:21:34,150
67,2018-05-05,2018-10-02 05:21:34,150
67,2018-05-05,2018-10-02 05:21:34,150
67,2018-05-05,2018-10-02 05:21:34,150
67,2018-05-05,2018-10-02 05:21:34,150
67,2018-05-05,2018-10-02 05:21:34,150
176,2016-12-08,2019-06-08 03:04:45,912
176,2016-12-08,2019-06-08 03:04:45,912
176,2016-12-08,2019-06-08 03:04:45,912
176,2016-12-08,2019-06-08 03:04:45,912
176,2016-12-08,2019-06-08 03:04:45,912
176,2016-12-08,2019-06-08 03:04:45,912
176,2016-12-08,2019-06-08 03:04:45,912
176,2016-12-08,2019-06-08 03:04:45,912
176,2016-12-08,2019-06-08 03:04:45,912
176,2016-12-08,2019-06-08 03:04:45,912
200,2016-10-22,2019-04-22 04:49:23,912
200,2016-10-22,2019-04-22 04:49:23,912
200,2016-10-22,2019-04-22 04:49:23,912
200,2016-10-22,2019-04-22 04:49:23,912
200,2016-10-22,2019-04-22 04:49:23,912
200,2016-10-22,2019-04-22 04:49:23,912
200,2016-10-22,2019-04-22 04:49:23,912
200,2016-10-22,2019-04-22 04:49:23,912
200,2016-10-22,2019-04-22 04:49:23,912
432,2018-09-02,2019-06-25 20:07:21,296
432,2018-09-02,2019-06-25 20:07:21,296
432,2018-09-02,2019-06-25 20:07:21,296
432,2018-09-02,2019-06-25 20:07:21,296
432,2018-09-02,2019-06-25 20:07:21,296
374,2019-01-21,2019-03-02 18:13:35,40
329,2018-09-21,2019-03-20 01:44:24,180
329,2018-09-21,2019-03-20 01:44:24,180
