user_id,start,stop,evenness,richness,event
304,6,7,0.829148509675632,14,0
304,7,8,0.73855462237435,12,0
304,8,11,0.82929398104725,25,0
304,11,12,0.889569776389376,11,0
304,12,13,,1,1
222,0,1,0.932851690679013,3,0
222,1,2,0.894964537655,4,1
5,0,2,0.828491525403818,6,0
5,2,4,0.548768919920977,4,0
5,4,5,0.864207717470775,5,0
5,5,6,0.630453146010575,6,0
5,6,8,0.682000571463422,7,1
313,0,3,0.703753477990163,5,0
313,3,4,0.687577786744805,6,0
313,4,5,0.8043461359047,5,1
396,0,1,0.244022305248466,10,0
396,1,2,0.3225274150072,7,0
396,2,3,,1,1
101,0,1,0.813788292226772,12,0
101,1,2,0.782186354731798,9,1
380,0,1,,1,0
380,1,2,0.811278124459133,2,0
380,2,3,0.315254361765057,8,0
380,3,4,0.341449639857113,7,0
380,4,9,,1,0
380,9,10,,1,1
178,0,1,0.309543429150325,2,1
339,0,1,0.632546396929044,6,0
339,1,2,0.773705614469083,6,1
348,0,1,0.788992705408867,34,0
348,1,2,0.854051022990043,27,0
348,2,4,0.821147636992249,30,0
348,4,5,0.797770570613962,20,0
348,5,11,0.765679608739294,26,1
331,0,1,0.270227057279475,5,0
331,1,6,0.275040108339905,20,0
331,6,7,0.505089890353601,12,0
331,7,8,0.29959773964923,8,0
331,8,9,0.496629641672264,14,0
331,9,12,0.41231161396905,15,0
331,12,14,0.554066567718106,35,0
331,14,15,0.661029637861553,21,0
331,15,16,0.66604705761289,22,0
331,16,17,0.50955244110762,23,0
331,17,18,0.654227828941421,19,0
331,18,20,0.542647056923698,39,0
331,20,22,0.628292354005462,19,0
331,22,23,0.661351826043286,17,0
331,23,24,0.700638009156809,19,0
331,24,25,0.73445945425844,24,0
331,25,26,0.760937862283779,18,1
204,0,1,0.811278124459133,2,1
21,0,1,,1,1
244,0,5,0.864973520717927,3,0
244,5,8,0.819852337668423,11,0
244,8,9,0.823252879943106,5,0
244,9,10,0.751568600103629,8,0
244,10,11,0.799439169150932,11,1
153,0,1,0.088879695684576,2,0
153,1,2,0.162326180175393,2,0
153,2,3,,1,0
153,3,30,,1,1
104,0,1,,1,0
104,1,11,0.669422695184438,20,0
104,11,20,0.855287887470822,23,1
278,0,1,,1,0
278,1,2,0.958711882977132,2,0
278,2,3,0.650022421648354,2,0
278,3,4,0.87987683109053,5,0
278,4,5,0.618549155337792,4,0
278,5,6,0.498972644335208,7,0
278,6,7,0.826746372492618,2,0
278,7,33,0.775940507532418,65,0
278,33,34,0.763701023752105,34,0
278,34,36,0.747505337208873,17,0
278,36,37,0.745757765795947,29,0
278,37,38,0.818100001921376,23,0
278,38,40,0.632110304267698,58,0
278,40,41,0.768582729356035,14,1
448,0,1,0.507747270903137,8,1
77,0,1,0.108023195263628,2,0
77,1,2,0.110580844769887,2,0
77,2,3,0.055919636698743,2,0
77,3,4,0.571342371680388,9,0
77,4,5,0.232552830961579,5,0
77,5,6,0.138111559958952,4,0
77,6,7,,1,1
214,0,2,,1,0
214,2,4,0.973976031629121,8,0
214,4,5,0.962961064794514,5,0
214,5,6,0.969723899868247,5,0
214,6,7,1,2,0
214,7,11,0.904178515260192,12,0
214,11,13,0.976614668672713,9,0
214,13,16,0.973100571185884,19,1
53,0,1,0.371232326640876,2,1
127,0,1,0.621629720950067,24,1
441,0,1,0.489584313700853,8,1
275,0,1,,1,1
117,0,1,0.338242070089831,6,1
134,0,1,0.545287125742268,5,0
134,1,2,0.347056803949303,8,0
134,2,3,0.254225673262442,8,1
114,0,1,0.544243855041533,9,0
114,1,2,0.889209301272483,14,0
114,2,3,0.878144106310474,21,1
208,0,1,0.348266635966648,7,0
208,1,2,0.526806990780073,4,1
316,0,1,0.853977110719781,7,1
156,0,1,0.46932091300111,7,0
156,1,2,0.607313170145521,8,0
156,2,3,,1,1
205,0,1,,1,1
157,0,1,0.852405178649479,2,0
157,1,2,,1,0
157,2,4,,1,0
157,4,17,,1,0
157,17,21,0.721928094887362,2,0
157,21,22,,1,0
157,22,23,0.863120568566631,2,1
211,0,1,0.736988221900958,3,0
211,1,3,,1,0
211,3,6,0.590593090143149,5,1
68,0,1,0.649604437014281,22,1
274,0,1,0.886682880001534,5,0
274,1,2,0.573603335031636,6,0
274,2,4,0.53811325280606,5,0
274,4,5,0.6418792126537,9,0
274,5,6,0.90999076659212,14,0
274,6,7,0.734402612596748,11,0
274,7,8,0.763070913845127,15,0
274,8,9,0.79737981190839,14,0
274,9,10,0.847756040679911,9,0
274,10,11,0.942379352772432,7,0
274,11,12,0.766356131382634,5,0
274,12,13,0.814838104248358,5,0
274,13,14,0.917209722462608,8,0
274,14,15,0.827909826498807,8,0
274,15,16,0.843446858252892,11,0
274,16,17,0.798069017352726,10,0
274,17,18,0.704956142568874,19,0
274,18,19,0.745076005292549,15,0
274,19,20,0.935490697259477,16,0
274,20,21,0.682684725677485,12,0
274,21,22,0.545486379125714,7,0
274,22,23,0.852685787936278,10,0
274,23,24,0.437680065295167,10,0
274,24,25,0.751756581617286,12,0
274,25,26,0.622618912043404,8,0
274,26,28,0.746320568147054,15,0
274,28,33,0.969723899868247,5,1
216,0,1,0.883727020236695,23,0
216,1,2,0.904204308540036,10,0
216,2,23,0.83211087066726,16,0
216,23,24,,1,0
216,24,25,0.591672778582327,2,0
216,25,26,1,2,1
59,0,1,0.688079267306492,54,0
59,1,2,0.862203972597806,31,0
59,2,3,0.803997454195651,33,0
59,3,5,0.923125712426806,24,0
59,5,6,0.890626646072366,9,0
59,6,9,0.815915889173711,13,1
252,0,13,0.683491224832367,9,0
252,13,14,1,2,0
252,14,16,0.69801751787936,4,1
144,0,2,,1,0
144,2,3,,1,0
144,3,4,,1,0
144,4,5,,1,0
144,5,6,,1,0
144,6,7,0.030836046303708,2,0
144,7,8,0.038403573725982,2,1
366,0,1,,1,0
366,1,3,0.297146191189403,4,1
292,0,1,,1,1
413,0,1,0.497074802659761,9,1
267,0,1,0.399028128263552,7,0
267,1,2,1,2,1
75,0,8,0.846696424843433,21,0
75,8,9,0.413816850303634,2,1
272,0,1,,1,1
363,0,1,0.852405178649479,2,0
363,1,2,0.721928094887362,2,0
363,2,3,,1,0
363,3,4,,1,0
363,4,9,0.853348470414961,7,1
258,0,10,0.706278423698678,10,0
258,10,11,0.750905446724537,12,0
258,11,12,0.791564716146289,13,0
258,12,13,0.602549921601422,10,0
258,13,14,0.921185496588554,4,0
258,14,18,0.729818247780448,8,0
258,18,19,0.780072483549618,6,0
258,19,20,0.7305883624743,9,1
91,0,5,0.252239448210989,3,0
91,5,6,0.345132376407742,4,0
91,6,7,0.172657031416369,3,1
120,0,1,0.381003152263517,4,0
120,1,2,0.299745318585824,5,1
150,0,1,0.682048207723911,23,1
368,0,1,0.699662381838318,18,1
408,0,5,0.27675913355232,6,0
408,5,6,0.58377141429755,3,0
408,6,7,,1,1
70,0,6,0.249882292833185,2,0
70,6,7,0.688125304388429,3,0
70,7,8,0.63650482741775,4,0
70,8,9,0.733304968882388,3,0
70,9,10,0.904541138847092,3,0
70,10,11,0.666634806669368,7,0
70,11,12,0.819339999989804,6,0
70,12,13,0.413816850303634,2,0
70,13,14,0.847983610934618,6,1
92,0,1,0.738208874898732,3,1
410,0,1,0.634178463988663,8,0
410,1,2,0.725608154719766,3,0
410,2,3,0.694277778152483,8,0
410,3,4,0.782775952814142,3,1
217,0,1,0.584951779889628,6,0
217,1,2,0.933816945485606,4,0
217,2,3,0.886859507142915,3,0
217,3,4,0.969723899868247,5,0
217,4,5,0.72483409150576,3,1
180,0,1,0.577925538521418,9,0
180,1,2,,1,1
254,0,1,0.788749910713991,3,1
232,0,1,0.942631203937882,5,0
232,1,11,0.241599569972992,10,1
253,0,1,,1,1
265,0,1,0.453716339186945,2,1
58,0,1,0.81751953118667,3,1
341,0,1,0.923710060026087,4,0
341,1,2,,1,1
228,0,2,0.456452612557897,3,0
228,2,3,0.245511412729389,4,0
228,3,4,0.478250164107114,2,0
228,4,5,0.254694704669828,2,0
228,5,6,0.113074180336399,3,0
228,6,7,,1,1
206,0,1,0.162326180175393,2,0
206,1,2,0.787126586201269,2,1
110,0,1,0.918295834054489,2,0
110,1,2,0.748463773057295,4,0
110,2,3,0.807574985963281,5,0
110,3,4,0.930628224416578,6,1
236,0,1,,1,0
236,1,2,0.133039648610699,2,0
236,2,3,0.381010728125633,4,0
236,3,4,0.208180945557171,2,0
236,4,5,0.086504214121346,2,0
236,5,6,,1,0
236,6,7,,1,0
236,7,8,0.303374836086414,2,0
236,8,9,,1,0
236,9,10,,1,0
236,10,11,0.371232326640876,2,0
236,11,12,0.456072555283844,3,0
236,12,13,0.439496986921513,2,0
236,13,14,0.371232326640876,2,0
236,14,15,,1,0
236,15,16,,1,0
236,16,17,0.391243563629256,2,1
148,0,1,0.666717928666116,63,0
148,1,2,0.806600797210356,22,1
6,0,2,0.722852904657247,5,0
6,2,3,0.830386649572546,5,0
6,3,5,0.828061239926396,8,0
6,5,6,0.969723899868247,5,0
6,6,7,1,2,0
6,7,9,0.783005060350725,7,0
6,9,10,0.694988347796216,5,0
6,10,11,0.881759865063563,7,0
6,11,12,0.893294132402147,5,0
6,12,13,0.979569764547061,7,0
6,13,14,0.933448096296134,13,0
6,14,15,0.867427822460366,11,0
6,15,16,0.940958390089299,7,0
6,16,18,0.856508605354124,5,0
6,18,19,0.828285628900495,5,0
6,19,20,0.662230146650821,4,0
6,20,21,0.616248580728692,7,0
6,21,22,1,2,0
6,22,24,0.869989514764442,11,0
6,24,25,0.810209408138859,6,0
6,25,27,0.903558091091786,7,0
6,27,29,0.978347485907939,10,0
6,29,30,0.879561313310002,7,0
6,30,31,0.832447330291019,8,0
6,31,32,0.876757454767347,9,0
6,32,33,0.859297508333207,6,0
6,33,34,0.924799156782566,8,0
6,34,35,1,2,0
6,35,38,0.933510035736515,6,0
6,38,40,0.807518546387612,5,0
6,40,43,0.897662296573476,6,0
6,43,45,0.63246497608876,5,0
6,45,46,0.714397367002393,4,1
183,0,2,0.773222234736962,32,0
183,2,3,0.787746248710714,28,0
183,3,8,0.829419025583834,86,0
183,8,10,0.85273323356041,38,0
183,10,15,0.867669988670447,100,0
183,15,16,0.881573155852881,44,1
51,0,1,0.337290066617014,2,1
85,0,1,0.280698963544778,12,0
85,1,2,0.310294407853098,5,1
199,0,3,0.300556703479833,22,0
199,3,4,0.46057278405011,17,0
199,4,6,0.344085151755753,11,1
359,0,2,0.869557288557584,14,0
359,2,3,0.83881471987961,9,0
359,3,4,0.791264720985649,12,0
359,4,5,0.84394411463116,13,1
395,0,1,0.48545088516063,6,0
395,1,2,0.729601562642451,9,1
325,0,1,0.316636473406775,7,0
325,1,2,0.38308507559834,7,0
325,2,3,0.522743749050635,4,0
325,3,4,0.428505977392374,7,1
52,0,1,0.442577513605011,4,1
151,0,9,0.755287997682469,14,1
263,0,1,0.508699924041276,10,1
72,0,1,0.238684511351001,2,1
367,0,1,0.769564989854281,8,1
456,0,5,0.286396957115956,2,0
456,5,6,,1,0
456,6,7,1,2,0
456,7,8,0.617297407231951,6,0
456,8,9,0.633802689338371,10,0
456,9,10,0.796329009782527,9,0
456,10,11,0.578100849828482,8,0
456,11,12,0.691229139884466,11,1
251,0,1,0.340742456598042,6,0
251,1,2,0.574011081787913,3,0
251,2,3,,1,0
251,3,4,0.53802840667146,4,0
251,4,5,0.714510175215622,4,1
112,0,1,0.633598743623518,6,0
112,1,2,0.543564443199596,2,1
100,0,1,0.516443014399278,9,1
73,0,1,,1,0
73,1,2,,1,0
73,2,10,0.591672778582327,2,0
73,10,17,1,2,1
207,0,1,0.77917241549884,13,0
207,1,2,0.691369830202511,3,1
165,0,1,0.886299758964257,5,0
165,1,2,0.923967457346186,8,0
165,2,20,0.753407371939675,39,1
152,0,1,0.310822964058072,3,0
152,1,7,0.83569044958035,5,1
78,0,1,0.629432425967521,3,0
78,1,2,0.619324333549731,3,0
78,2,3,0.702351701907669,4,0
78,3,4,0.855190728946011,3,0
78,4,5,0.61705911415396,3,1
350,0,1,0.863120568566631,2,0
350,1,2,0.094084438832674,2,0
350,2,3,,1,1
411,0,1,0.506154234270333,14,1
81,0,2,0.918295834054489,2,0
81,2,3,0.77250688571426,3,1
160,0,2,0.889193228860072,11,0
160,2,3,0.790809767534791,14,0
160,3,6,0.825068067045067,28,0
160,6,15,0.636099380743752,42,0
160,15,17,0.832091803949486,30,0
160,17,19,0.701166209106574,17,0
160,19,20,0.827524459414252,15,0
160,20,21,0.861193467459848,17,0
160,21,22,0.684094481779269,17,0
160,22,23,0.826337156139636,20,0
160,23,24,0.784980688036757,16,0
160,24,25,0.612384089402304,23,0
160,25,26,0.33853649113345,16,1
447,0,1,,1,0
447,1,2,,1,0
447,2,3,0.918295834054489,2,0
447,3,5,0.844695873371544,4,0
447,5,6,0.723308333814104,4,0
447,6,7,0.646275587350709,8,0
447,7,8,0.313812964168865,2,0
447,8,9,0.570627868350066,5,0
447,9,10,0.321816800073589,6,0
447,10,11,0.452863585259039,13,0
447,11,12,0.518187944766415,12,0
447,12,13,0.567890562588451,7,0
447,13,14,0.59820575420812,4,0
447,14,15,0.742256410700564,12,0
447,15,16,0.515695403308736,13,0
447,16,17,0.478382854183157,4,0
447,17,18,1,2,0
447,18,19,,1,1
31,0,1,0.573792777606179,4,0
31,1,2,0.61884772368406,3,1
173,0,1,0.181166401553546,2,1
47,0,1,0.576805908848316,8,0
47,1,2,0.605627757130404,7,0
47,2,3,0.808016875334145,7,1
280,0,1,,1,0
280,1,2,,1,1
431,0,1,0.133146330471592,4,0
431,1,2,0.15646452644941,6,1
419,0,1,,1,1
430,0,1,0.701206584453967,2,1
345,0,1,0.709787175169589,12,1
56,0,2,0.371232326640876,2,0
56,2,3,0.721928094887362,2,1
193,0,1,0.200622324312715,2,1
15,0,1,,1,0
15,1,2,,1,0
15,2,3,,1,1
391,0,1,0.537376085337734,2,1
247,0,1,0.721928094887362,2,0
247,1,2,,1,1
453,0,1,0.320587762552149,33,0
453,1,2,0.579772373357801,6,1
343,0,1,0.629457108079158,7,1
8,0,49,0.670516075487626,87,1
12,0,1,0.863120568566631,2,1
382,0,1,0.970950594454669,2,0
382,1,5,0.902963924855144,10,0
382,5,10,0.675311063116723,17,0
382,10,12,0.802038368330712,17,0
382,12,13,0.720555991832542,17,0
382,13,16,0.896262700093636,11,0
382,16,20,0.751351521836694,5,1
225,0,1,0.548265852419419,5,0
225,1,2,0.658884421812328,10,0
225,2,3,0.807127739276311,12,1
255,0,3,0.716518357917332,4,0
255,3,4,0.509134369263277,6,1
323,0,2,0.851974705565399,40,0
323,2,3,0.946810973263687,25,0
323,3,4,0.83748199599663,39,1
284,0,1,0.599397728801338,11,1
26,0,1,0.125658050172567,2,0
26,1,2,0.49097287039581,9,0
26,2,3,0.895095574888756,12,0
26,3,4,0.908733748979391,12,0
26,4,6,0.871985445465304,17,1
197,0,1,0.700935477424213,13,0
197,1,2,0.716927323589311,28,0
197,2,3,0.660211045200478,19,0
197,3,5,0.750936231616507,35,0
197,5,7,0.631281594191465,5,1
285,0,1,0.525923926978441,8,0
285,1,2,0.82159699461528,6,0
285,2,3,0.833500736131444,11,0
285,3,4,0.703400027572522,6,0
285,4,7,0.636740165818663,26,0
285,7,8,0.804488891087011,5,1
38,0,1,0.723311457463409,5,0
38,1,2,0.953845466991505,3,1
172,0,1,0.195063919519842,7,1
454,0,1,0.695868872447306,6,0
454,1,3,0.885016846472592,8,0
454,3,4,0.881965046289366,34,0
454,4,11,0.859329286891617,59,1
107,0,1,0.777705677584139,18,0
107,1,2,0.707816600578583,14,0
107,2,3,0.725675393336225,7,1
300,0,1,,1,0
300,1,2,,1,1
192,0,1,0.764676347033744,5,0
192,1,2,0.754029454868228,6,0
192,2,3,0.978836025464497,3,0
192,3,5,0.782752977055175,14,0
192,5,6,0.790084605477207,8,1
233,0,1,0.67315652720635,16,0
233,1,2,0.404859513439966,32,0
233,2,3,0.356831734995524,17,0
233,3,4,0.224274729885608,12,0
233,4,5,0.378205940554614,17,0
233,5,6,0.428601971663978,8,0
233,6,7,0.324565720620711,7,1
105,0,2,,1,1
299,0,3,0.636646033408161,10,0
299,3,4,0.824017821222083,19,0
299,4,5,0.854405850837165,43,0
299,5,6,0.850878575883169,53,0
299,6,7,0.91824086692222,34,1
96,0,4,0.642990927926848,4,0
96,4,5,0.920619835714305,3,1
446,0,1,0.576217395521696,3,0
446,1,5,0.604248410629077,7,0
446,5,6,0.559559711562836,4,0
446,6,7,0.762706906537766,5,0
446,7,8,,1,1
18,0,1,0.684038435639042,2,1
452,0,2,0.838368515026066,4,0
452,2,5,0.91014159264798,5,0
452,5,6,0.960229717860761,3,0
452,6,7,0.962961064794514,5,0
452,7,9,0.788700320524538,6,0
452,9,10,0.896240625180289,4,0
452,10,11,0.720493040054508,5,0
452,11,12,0.847983610934618,6,0
452,12,13,0.746442266513127,10,0
452,13,14,0.690910660267727,7,0
452,14,15,0.772386546669413,6,0
452,15,16,0.816523713362017,7,1
169,0,3,0.761571669870713,28,0
169,3,4,0.791314850262962,22,0
169,4,5,0.736697647540044,26,0
169,5,6,0.428992628979846,28,0
169,6,7,0.591834601474099,23,0
169,7,8,0.674023724443932,23,1
57,0,1,0.468995593589281,2,0
57,1,2,0.708321139047826,4,0
57,2,6,0.077388136432118,6,1
390,0,1,0.840974913153647,5,0
390,1,2,0.82469873517385,4,0
390,2,3,0.783542707479296,7,0
390,3,4,0.864973520717927,3,1
238,0,1,0.970950594454669,2,0
238,1,2,0.918295834054489,2,0
238,2,6,0.943959251335566,4,1
177,0,1,0.785658451909698,7,0
177,1,2,0.918295834054489,2,0
177,2,6,0.882425223544658,6,0
177,6,7,0.81734542214651,3,0
177,7,11,0.960964047443681,4,1
175,0,1,0.622130028792382,10,1
220,0,3,0.846765686430401,9,0
220,3,4,0.399062681089458,12,0
220,4,6,0.897163402029043,34,0
220,6,7,0.944299740193409,23,0
220,7,11,0.920357949600472,33,1
289,0,6,1,2,0
289,6,7,0.484901247283877,4,0
289,7,16,0.473956739672493,15,0
289,16,17,,1,1
155,0,1,0.612703063776704,17,0
155,1,7,0.420132455071872,27,0
155,7,9,0.604952181124114,13,0
155,9,12,0.533022241117725,32,0
155,12,14,0.654011427254397,21,0
155,14,49,0.54828886496249,100,1
108,0,1,0.88972137527189,6,0
108,1,3,0.973976031629121,8,1
65,0,1,0.500172719361523,10,0
65,1,2,0.533980543375971,6,0
65,2,3,0.839840105188454,9,0
65,3,5,0.699358558605563,7,1
184,0,1,0.528073206834356,7,0
184,1,2,0.612207451236493,5,1
83,0,1,0.923895926635446,11,1
36,0,1,0.571114136863534,6,0
36,1,2,0.871902370148599,9,0
36,2,3,0.531715928782557,4,1
226,0,2,0.935003664214644,12,1
281,0,1,,1,0
281,1,2,0.123949867711008,2,1
128,0,13,0.66028203898383,72,0
128,13,14,0.863827344739377,17,0
128,14,15,0.867906803390853,19,0
128,15,16,0.763549483126008,22,0
128,16,17,0.854332321209757,22,0
128,17,18,0.765349818670221,11,0
128,18,19,0.765112880710355,20,0
128,19,20,0.877417246311983,10,1
50,0,1,0.864928786782716,23,1
282,0,1,0.607562013904305,35,1
416,0,1,0.772088064682197,10,1
451,0,1,0.617260148960357,13,1
287,0,6,0.865708674317156,23,0
287,6,7,0.923515916507839,13,0
287,7,9,0.960964047443681,4,0
287,9,10,,1,1
34,0,1,0.719928262137628,3,0
34,1,2,0.60499858474718,7,0
34,2,3,0.804422307890619,6,0
34,3,4,0.811278124459133,2,1
302,0,1,0.918295834054489,2,0
302,1,2,0.913010335934938,15,0
302,2,3,0.936309277090061,11,1
303,0,1,0.876357639489852,4,0
303,1,16,0.763725158427782,24,0
303,16,54,0.864768113776925,23,1
196,0,10,0.792585044019691,13,0
196,10,11,0.532431652363854,4,0
196,11,12,0.546948815235712,8,0
196,12,13,0.684014065969452,6,0
196,13,14,0.88872631889629,5,0
196,14,15,0.624967442253141,5,0
196,15,16,0.656156506933201,6,0
196,16,17,0.659162254225538,5,0
196,17,18,0.992215060722018,3,0
196,18,19,0.923859948495569,5,0
196,19,20,0.578192367329845,5,0
196,20,21,0.787120356696533,3,0
196,21,22,0.864973520717927,3,0
196,22,23,0.890491640219491,2,0
196,23,24,0.721928094887362,2,0
196,24,25,0.914100892018565,3,0
196,25,26,0.793863320985671,5,0
196,26,27,0.775549085503632,4,0
196,27,28,0.98083403779614,3,0
196,28,30,0.789690082142847,3,0
196,30,31,1,2,0
196,31,32,0.991076059838222,2,0
196,32,33,1,2,0
196,33,35,1,3,0
196,35,36,0.918295834054489,2,0
196,36,37,0.77250688571426,3,0
196,37,38,0.719216167720755,4,0
196,38,40,0.905639062229566,4,0
196,40,41,0.905712598013837,3,0
196,41,42,0.886682880001534,5,0
196,42,46,,1,0
196,46,51,,1,1
381,0,9,0.547270657991886,11,0
381,9,10,0.875534463769192,3,0
381,10,11,0.672959275852357,3,0
381,11,12,0.995727452084926,2,0
381,12,13,0.782775952814142,3,0
381,13,22,0.811278124459133,2,1
364,0,1,0.803558435380316,17,0
364,1,2,0.540216467315917,18,0
364,2,3,0.656429781173154,25,0
364,3,5,0.788920199763576,26,0
364,5,8,0.885434731560766,40,1
118,0,1,0.647974237501254,30,0
118,1,2,0.713037989568827,28,0
118,2,3,0.771032529786062,14,1
240,0,1,0.788932926200258,15,0
240,1,2,0.734549613532804,14,1
93,0,1,0.811278124459133,2,0
93,1,2,,1,0
93,2,3,0.591672778582327,2,0
93,3,4,0.759864230789781,4,0
93,4,5,1,2,0
93,5,6,0.687035365254027,3,0
93,6,7,0.913864688385321,5,1
358,0,1,0.819448371872804,3,1
314,0,4,0.869419923900214,17,0
314,4,5,0.743871159277257,46,0
314,5,6,0.643025501148241,42,0
314,6,7,0.916099880854692,12,1
249,0,1,0.807795283201288,17,0
249,1,2,0.642654815892919,8,0
249,2,3,0.473490508416117,24,0
249,3,4,0.620113496635416,23,0
249,4,5,0.70475089117072,29,1
445,0,1,0.619852966326115,5,0
445,1,2,0.503258334775646,2,1
305,0,5,0.940629398508726,8,0
305,5,7,1,6,0
305,7,9,0.934977529767123,5,0
305,9,10,0.824741735119039,9,0
305,10,24,0.676963839045934,46,0
305,24,25,0.713735747963092,13,0
305,25,26,0.773392638087741,14,0
305,26,27,0.557796481674661,18,0
305,27,37,0.68940174071712,29,0
305,37,38,0.765958443671122,7,0
305,38,39,0.826735366844258,13,1
434,0,1,0.689201985117365,2,1
400,0,3,0.704302050598341,23,0
400,3,4,0.679756255413911,14,0
400,4,5,0.684885138375746,16,0
400,5,6,0.649522147456493,15,0
400,6,7,0.539161548133605,10,0
400,7,8,0.728172063938202,14,0
400,8,10,0.783949990613312,15,0
400,10,11,0.694260801771542,20,0
400,11,12,0.781220178029132,13,0
400,12,13,0.693142659265072,18,0
400,13,14,0.729264291015501,14,0
400,14,15,0.742554185261948,14,0
400,15,16,0.763065325338782,15,0
400,16,17,0.795330815927063,11,1
427,0,1,0.886709917544419,8,0
427,1,5,0.947947919003874,7,0
427,5,6,0.945530556036326,4,0
427,6,10,0.791910736883933,14,0
427,10,11,0.870864007335146,13,0
427,11,12,0.859661049197707,6,0
427,12,13,0.940498965264236,12,1
149,0,1,0.926928398335623,7,0
149,1,2,0.670945280235711,10,0
149,2,3,0.685328323201595,7,0
149,3,4,0.937281367103401,8,0
149,4,5,0.827847517345748,10,0
149,5,6,0.904968837743244,19,0
149,6,7,0.750938732563963,21,0
149,7,8,0.516025876090763,14,0
149,8,9,0.724178525267063,14,0
149,9,10,0.88396278332842,13,0
149,10,11,0.778180611011539,14,0
149,11,12,0.817091037543279,12,0
149,12,13,0.875760933960158,6,0
149,13,14,0.89754309088747,9,0
149,14,15,0.721928094887362,2,1
342,0,7,0.848117179061971,35,0
342,7,8,0.857674057781845,11,0
342,8,9,0.844824113241069,9,0
342,9,10,0.940022077665122,13,0
342,10,11,0.935910535397285,13,0
342,11,12,0.869557349441731,11,0
342,12,13,0.848625944754073,12,0
342,13,14,0.926516000106,10,0
342,14,16,0.924020511306009,20,0
342,16,17,0.903966623043827,13,0
342,17,18,0.85702700112747,14,0
342,18,19,0.939396961441084,14,0
342,19,20,0.911941218367852,12,0
342,20,21,0.927694271103767,16,0
342,21,22,0.89118606494191,14,0
342,22,23,0.7235539187066,13,0
342,23,25,0.964184356582705,12,1
406,0,1,0.61705911415396,3,0
406,1,2,0.581671865717887,3,0
406,2,3,0.77250688571426,3,0
406,3,4,0.543564443199596,2,0
406,4,5,,1,0
406,5,6,0.35899624964653,3,1
268,0,3,0.581671865717887,3,0
268,3,4,0.770803667014493,3,0
268,4,5,0.780072973530121,3,1
415,0,7,0.687916971650188,7,0
415,7,8,0.745557425027593,4,0
415,8,9,0.816598297688823,7,0
415,9,10,0.881353453268883,5,0
415,10,11,0.938357470038648,8,0
415,11,12,0.768002869020376,5,0
415,12,13,0.721928094887362,2,1
138,0,2,0.200573335501908,3,0
138,2,3,,1,1
218,0,1,,1,1
378,0,2,0.408012592512834,5,0
378,2,11,0.181996577088815,4,0
378,11,12,,1,1
